split,eval_text,nearest_train_text,cosine_similarity
validation,"ComplaintsIf you have any feedback, questions or complaints, please contact us via email at contact@crypto.com. Whilst we strive to respond to you as soon as possible, for more complicated issues, it may take us up to 45 days to resolve and get back to you. You accept and agree that we shall not be responsible for any loss and damage incurred during such period.","If you have any feedback, questions or complaints, please contact us via email at contact@crypto.com. Whilst we strive to respond to you as soon as possible, for more complicated issues, it may take us up to 45 days to resolve and get back to you. You accept and agree that we shall not be responsible for any loss and damage incurred during such period.",0.9795268537640017
test,"<p>You are granting us with a non-exclusive, permanent, irrevocable, unlimited license to use, publish, or re-publish your Content in connection with the Service.","You are granting us with a non-exclusive, permanent, irrevocable, unlimited license to use, publish, or re-publish your Content in connection with the Service.",0.979282797277177
test,"If you have configured your browser to send a “Do Not Track” signal when accessing our websites, Mozilla will not utilize any of the tools described in the Metrics section.","If you have configured your browser to send a “Do Not Track” signal when accessing our websites, Mozilla will not utilize any of the tools described in the Metrics section.</p>",0.9791302169327288
validation,"Any cause of action by you with respect to our Website, must be instituted within one (1) year after the cause of action arose or be forever waived and barred","Any cause of action by you with respect to our Website, must be instituted within one (1) year after the cause of action arose or be forever waived and barred.",0.9791219302093042
test,You must be at least 13 years of age to access or use our Services.,You must be at least 13 years of age to access of use the Services.,0.978758993478187
test,"If you believe that the material you posted on the Service or using the Service was
removed or access to it was disabled by mistake or misidentification, you may file a
counter-notification with us (a ""Counter-Notice"") by submitting written notification to
our Copyright Agent.","<p>If you believe that material you posted on the Website or using the Services was removed or access to it was disabled by mistake or misidentification, you may file a counter-notification with us (a ""Counter-Notice"") by submitting written notification to our Copyright Agent.",0.9786647076154238
validation,"If any part of these Terms of Use is held invalid or unenforceable, that portion shall be construed in a manner consistent with applicable law to reflect, as nearly as possible, the original intentions of the parties, and the remaining portions shall remain in full force and effect.","If any part of this Agreement is held invalid or unenforceable, that portion shall be construed in a manner consistent with applicable law to reflect, as nearly as possible, the original intentions of the parties, and the remaining portions shall remain in full force and effect. ",0.9779111865448811
test,"If any provision of these Terms is held to be invalid or unenforceable by a court, the remaining provisions of these Terms will remain in effect","If any provision of these Terms is held to be invalid or unenforceable by a court, the remaining provisions of these Terms will remain in effect.",0.9778910986182957
validation,"Information sent either one-to-one or within a limited group using our message, chat, post, or similar functionality, where we are permitted by applicable law to collect this information","- Information sent either one-to-one or within a limited group using our message, chat, post, or similar functionality, where we are permitted by applicable law to collect this information;",0.9777335910712734
validation,"These third parties have access to your Personal Information only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.
</li>",These third parties have access to your Personal Information only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.,0.9770281167224563
test,"If our organizational structure or status changes (if we undergo a restructuring, are acquired, or go bankrupt) we may pass your information to a successor or affiliate.</li>","<li>If our organizational structure or status changes (if we undergo a restructuring, are acquired, or go bankrupt) we may pass your information to a successor or affiliate.</li>",0.9769316135776103
validation,"The laws of the State of California govern our Terms, as well as any disputes, whether in court or arbitration, which might arise between Signal and you, without regard to conflict of law provisions.</p>","The laws of the State of California govern our Terms, as well as any disputes, whether in court or arbitration, which might arise between Signal and you, without regard to conflict of law provisions.",0.9766391222532514
test,"UNIDAD EDITORIAL no garantiza la licitud, fiabilidad, utilidad, veracidad o exactitud de los servicios o de la información que difunda a través del Sitio Web.
</p>","UNIDAD EDITORIAL no garantiza la licitud, fiabilidad, utilidad, veracidad o exactitud de los servicios o de la información que difunda a través del Sitio Web.</p>",0.9762826547977406
test,"You agree to our data practices, including the collection, use, processing, and sharing of your information as described in our Privacy Policy, as well as the transfer and processing of your information to the United States and other countries globally where we have or use facilities, service providers, or partners, regardless of where you use our Services.","<p>You agree to our information practices, including the collection, use, processing, and sharing of your information as described in this Privacy Policy, as well as the transfer and processing of your information to the United States and other countries globally where we have or use facilities, service providers, or partners, regardless of where you use our Services.",0.9760958471441845
test,"adresser des offres promotionnelles à nos abonnés et prospects qui sont le plus souvent personnalisées selon les centres d’intérêts et leur localisation</p>
<p>",adresser des offres promotionnelles à nos abonnés et prospects qui sont le plus souvent personnalisées selon les centres d’intérêts et leur localisation,0.9758479231241582
test,C.     ANY MATERIAL DOWNLOADED OR OTHERWISE OBTAINED THROUGH THE USE OF THE SERVICE IS DONE AT YOUR OWN DISCRETION AND RISK AND YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR COMPUTER SYSTEM OR LOSS OF DATA THAT RESULTS FROM THE DOWNLOAD OF ANY SUCH MATERIAL.,(D) ANY MATERIAL DOWNLOADED OR OTHERWISE OBTAINED THROUGH THE USE OF THE SERVICE IS DONE AT YOUR OWN DISCRETION AND RISK AND THAT YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR COMPUTER SYSTEM OR LOSS OF DATA THAT RESULTS FROM THE DOWNLOAD OF ANY SUCH MATERIAL.,0.9757747052940188
test,"If you violate these Terms, the Company reserves the right to issue you a warning regarding the violation or immediately terminate or suspend any or all Accounts you have created using the Service. You agree that the Company need not provide you notice before terminating or suspending your Account(s), but it may do so.","If you violate these Terms, the Company reserves the right to issue you a warning regarding the violation or immediately terminate or suspend any or all Accounts you have created using the Service.
You agree that the Company need not provide you notice before terminating or suspending your Account(s), but it may do so.</p>",0.9756184536192796
